startpoint,endpoint,type
_115946_,_115570_,b
_115946_,_115566_,b
_115946_,_115568_,b
_115946_,_115288_,b
_115946_,_117838_,b
_115946_,_117836_,b
_115946_,_117548_,d
_115946_,_117546_,d
_115946_,_117547_,d
_115946_,_117545_,d
_115946_,_117544_,d
_115946_,_117543_,d
_115946_,_117835_,d
_115946_,_117542_,d
_115946_,_117541_,d
_115946_,_117540_,d
_115946_,_117539_,d
_115946_,_117538_,d
_115946_,_117537_,d
_115558_,_115555_,d
_115559_,_115559_,d
_115573_,_115555_,d
_115776_,_115611_,d
_115776_,_115544_,d
_115214_,_115289_,d
_115781_,_115763_,d
_115288_,_115295_,d
_117838_,_117838_,d
_115741_,_115741_,d
_117836_,_117836_,d
_117294_,_117317_,b
_117294_,_117323_,b
_117294_,_117313_,b
_117294_,_117322_,b
_117294_,_117319_,b
_117294_,_117316_,b
_117294_,_117311_,b
_117294_,_117321_,c
_117294_,_117320_,b
_117294_,_117312_,b
_117294_,_117315_,b
_117294_,_117318_,b
_117294_,_117314_,b
_117294_,_117310_,b
_117294_,_117309_,c
_117294_,_117307_,b
_117294_,_117308_,d
_117294_,_117305_,d
_117294_,_117294_,d
_117322_,_117322_,d
_117316_,_117316_,d
_117431_,_117458_,c
_117431_,_117450_,c
_117431_,_117454_,c
_117431_,_117448_,c
_117431_,_117460_,b
_117431_,_117459_,d
_117431_,_117449_,d
_117431_,_117457_,d
_117431_,_117453_,d
_117431_,_117455_,d
_117431_,_117452_,c
_117431_,_117456_,c
_117431_,_117447_,c
_117431_,_117451_,d
_117431_,_117446_,d
_117431_,_117445_,d
_117458_,_117458_,d
_117450_,_117450_,d
_117237_,_117264_,c
_117237_,_117256_,c
_117237_,_117260_,c
_117237_,_117265_,d
_117237_,_117262_,c
_117237_,_117263_,d
_117237_,_117254_,c
_117237_,_117258_,c
_117237_,_117255_,d
_117237_,_117266_,d
_117237_,_117259_,d
_117237_,_117261_,d
_117237_,_117257_,d
_117237_,_117253_,d
_117237_,_117252_,d
_117237_,_117251_,d
_117264_,_117264_,d
_117256_,_117256_,d
_117454_,_117454_,d
_117260_,_117260_,d
_117320_,_117320_,d
_117312_,_117312_,d
_114305_,_111976_,b
_114305_,_117267_,b
_114305_,_117269_,b
_114305_,_117461_,b
_114305_,_111979_,b
_114305_,_111978_,b
_114305_,_111980_,b
_114305_,_111984_,b
_114305_,_111986_,b
_114305_,_117245_,b
_114305_,_111982_,b
_114305_,_117239_,b
_114305_,_117243_,b
_114305_,_117241_,b
_114305_,_117238_,b
_114305_,_117432_,b
_114305_,_117237_,b
_114305_,_117431_,b
_114305_,_117433_,b
_114305_,_117435_,b
_114305_,_117437_,b
_114305_,_117439_,b
_114305_,_111983_,d
_114305_,_111985_,d
_114305_,_117242_,d
_114305_,_117244_,d
_114305_,_117436_,d
_114305_,_117438_,d
_114305_,_111977_,d
_114305_,_117268_,d
_114305_,_117247_,d
_114305_,_117270_,d
_114305_,_117441_,d
_114305_,_111988_,d
_114305_,_117249_,d
_114305_,_117462_,d
_114305_,_111989_,d
_114305_,_111990_,d
_114305_,_117218_,d
_114305_,_117427_,d
_114305_,_117220_,d
_114305_,_117428_,d
_114305_,_117443_,d
_114305_,_117219_,d
_114305_,_111987_,d
_114305_,_117217_,d
_114305_,_117248_,d
_114305_,_117442_,d
_114305_,_117240_,d
_114305_,_117246_,d
_114305_,_117440_,d
_114305_,_111991_,d
_114305_,_117444_,d
_114305_,_117250_,d
_114305_,_111997_,d
_114305_,_117226_,d
_114305_,_111995_,d
_114305_,_115534_,d
_114305_,_117778_,d
_114305_,_117230_,d
_114305_,_117224_,d
_114305_,_112001_,d
_114305_,_117234_,d
_114305_,_112005_,d
_114305_,_117225_,d
_114305_,_117426_,d
_114305_,_111996_,d
_114305_,_117228_,d
_114305_,_111999_,d
_114305_,_117779_,d
_114305_,_117777_,d
_114305_,_117783_,d
_114305_,_117776_,d
_114305_,_117236_,d
_114305_,_117789_,d
_114305_,_117781_,d
_114305_,_111994_,d
_114305_,_117223_,d
_114305_,_112007_,d
_117437_,_117437_,d
_117262_,_117262_,d
_117448_,_117448_,d
_117263_,_117263_,d
_117318_,_117318_,d
_117254_,_117254_,d
_117258_,_117258_,d
_117255_,_117255_,d
_117259_,_117259_,d
_117314_,_117314_,d
_117310_,_117310_,d
_115943_,_115948_,b
_115943_,_115950_,b
_115943_,_115952_,b
_115943_,_115954_,b
_115943_,_115956_,b
_115943_,_115958_,b
_115943_,_115944_,b
_115943_,_115945_,b
_115943_,_115947_,b
_115943_,_115949_,b
_115943_,_115951_,b
_115943_,_115953_,b
_115943_,_115955_,b
_115943_,_115957_,b
_115943_,_115943_,b
_115943_,_115946_,b
_115943_,_115930_,d
_115943_,_115933_,d
_115950_,_115922_,d
_115950_,_115923_,d
_115950_,_115924_,d
_115950_,_115925_,d
_115950_,_115926_,d
_115950_,_115927_,d
_115950_,_115928_,d
_115950_,_115929_,d
_115950_,_115998_,d
_115950_,_114813_,d
_115956_,_115968_,d
_115956_,_115966_,d
_115956_,_115971_,d
_115956_,_115964_,d
_115956_,_115932_,d
_115956_,_115989_,d
_115956_,_116000_,d
_117459_,_117459_,d
_115944_,_115887_,c
_115944_,_115890_,c
_115944_,_115893_,c
_115944_,_115894_,c
_115944_,_115895_,d
_115944_,_115905_,d
_115944_,_115897_,c
_115944_,_115901_,c
_115944_,_115911_,c
_115944_,_115886_,c
_115944_,_115888_,c
_115944_,_115889_,c
_115944_,_115891_,c
_115944_,_115892_,c
_115944_,_115906_,c
_115944_,_115896_,c
_115944_,_115907_,c
_115944_,_115900_,c
_115944_,_115910_,c
_115944_,_115899_,c
_115944_,_115909_,c
_115944_,_115908_,d
_115944_,_115883_,d
_115944_,_115884_,d
_115944_,_115885_,d
_115944_,_115963_,d
_115944_,_115882_,d
_115944_,_115898_,d
_115944_,_115904_,d
_115944_,_117832_,d
_115944_,_115784_,d
_115944_,_115961_,d
_115944_,_115962_,d
_115944_,_115959_,d
_115944_,_115960_,d
_115944_,_116002_,d
_115944_,_115969_,d
_115944_,_115965_,d
_115944_,_115967_,d
_115944_,_115970_,d
_115887_,_115891_,d
_115890_,_115894_,d
_115893_,_115897_,d
_117457_,_117457_,d
_117261_,_117261_,d
_115779_,_115612_,d
_117453_,_117453_,d
_115894_,_115898_,d
_115895_,_115899_,d
_115905_,_115909_,d
_115897_,_115901_,d
_115901_,_115905_,d
_115886_,_115890_,d
_115888_,_115892_,d
_115889_,_115893_,d
_115891_,_115895_,d
_115892_,_115896_,d
_115906_,_115910_,d
_117307_,_117307_,d
_115896_,_115900_,d
_115907_,_115911_,d
_115900_,_115904_,d
_115899_,_115903_,d
_115909_,_115913_,d
_117776_,_117788_,b
_117776_,_117787_,d
_117206_,_107937_,c
_117206_,_110855_,c
_117206_,_110983_,c
_117206_,_111303_,c
_117206_,_107865_,c
_117206_,_107975_,c
_117206_,_107976_,c
_117206_,_108008_,c
_117206_,_109975_,c
_117206_,_110023_,c
_117206_,_110024_,c
_117206_,_110215_,c
_117206_,_110216_,c
_117206_,_110311_,c
_117206_,_110312_,c
_117206_,_110328_,c
_117206_,_110329_,c
_117206_,_110343_,c
_117206_,_110344_,c
_117206_,_110359_,c
_117206_,_110360_,c
_117206_,_110391_,c
_117206_,_110439_,c
_117206_,_110567_,c
_117206_,_110568_,c
_117206_,_110599_,c
_117206_,_110600_,c
_117206_,_110615_,c
_117206_,_110616_,c
_117206_,_110711_,c
_117206_,_110712_,c
_117206_,_110839_,c
_117206_,_110841_,c
_117206_,_110984_,c
_117206_,_108032_,c
_117206_,_109976_,c
_117206_,_110967_,c
_117206_,_111079_,c
_117206_,_111095_,c
_117206_,_111111_,c
_117206_,_111159_,c
_117206_,_111239_,c
_117206_,_114497_,c
_117206_,_114529_,c
_117206_,_114561_,c
_117206_,_114577_,c
_117206_,_108119_,c
_117206_,_108120_,c
_117206_,_108168_,c
_117206_,_110071_,c
_117206_,_110072_,c
_117206_,_110087_,c
_117206_,_110088_,c
_117206_,_110135_,c
_117206_,_110136_,c
_117206_,_110535_,c
_117206_,_110536_,c
_117206_,_110647_,c
_117206_,_110648_,c
_117206_,_110968_,c
_117206_,_111080_,c
_117206_,_111096_,c
_117206_,_111112_,c
_117206_,_111160_,c
_117206_,_114498_,c
_117206_,_114530_,c
_117206_,_114562_,c
_117206_,_114578_,c
_117206_,_107864_,c
_117206_,_107936_,c
_117206_,_108009_,c
_117206_,_110393_,c
_117206_,_110440_,c
_117206_,_110857_,c
_117206_,_111305_,c
_117206_,_108040_,c
_117206_,_111240_,c
_117206_,_108031_,c
_117206_,_108039_,c
_117206_,_108167_,c
_117206_,_107351_,c
_117206_,_107352_,c
_117206_,_107359_,c
_117206_,_107360_,c
_117206_,_107375_,c
_117206_,_107376_,c
_117206_,_107383_,c
_117206_,_107384_,c
_117206_,_108271_,c
_117206_,_108272_,c
_117206_,_108479_,c
_117206_,_108480_,c
_117206_,_108487_,c
_117206_,_108488_,c
_117206_,_108495_,c
_117206_,_108496_,c
_117206_,_108503_,c
_117206_,_108504_,c
_117206_,_108511_,c
_117206_,_108512_,c
_117206_,_108519_,c
_117206_,_108520_,c
_117206_,_108527_,c
_117206_,_108528_,c
_117206_,_108535_,c
_117206_,_108536_,c
_117206_,_108543_,c
_117206_,_108544_,c
_117206_,_108551_,c
_117206_,_108552_,c
_117206_,_108559_,c
_117206_,_108560_,c
_117206_,_108567_,c
_117206_,_108568_,c
_117206_,_108575_,c
_117206_,_108576_,c
_117206_,_108591_,c
_117206_,_108592_,c
_117206_,_108599_,c
_117206_,_108600_,c
_117206_,_108607_,c
_117206_,_108608_,c
_117206_,_108615_,c
_117206_,_108616_,c
_117206_,_108631_,c
_117206_,_108632_,c
_117206_,_108655_,c
_117206_,_108656_,c
_117206_,_108663_,c
_117206_,_108664_,c
_117206_,_108671_,c
_117206_,_108672_,c
_117206_,_108679_,c
_117206_,_108680_,c
_117206_,_108687_,c
_117206_,_108688_,c
_117206_,_108695_,c
_117206_,_108696_,c
_117206_,_108703_,c
_117206_,_108704_,c
_117206_,_108711_,c
_117206_,_108712_,c
_117206_,_108719_,c
_117206_,_108720_,c
_117206_,_108727_,c
_117206_,_108728_,c
_117206_,_108735_,c
_117206_,_108736_,c
_117206_,_108743_,c
_117206_,_108744_,c
_117206_,_108751_,c
_117206_,_108752_,c
_117206_,_108759_,c
_117206_,_108760_,c
_117206_,_108767_,c
_117206_,_108768_,c
_117206_,_108775_,c
_117206_,_108776_,c
_117206_,_108791_,c
_117206_,_108792_,c
_117206_,_107319_,c
_117206_,_107320_,c
_117206_,_107327_,c
_117206_,_107328_,c
_117206_,_107335_,c
_117206_,_107336_,c
_117206_,_107343_,c
_117206_,_107344_,c
_117206_,_107391_,c
_117206_,_107392_,c
_117206_,_107399_,c
_117206_,_107400_,c
_117206_,_107407_,c
_117206_,_107408_,c
_117206_,_111463_,c
_117206_,_111464_,c
_117206_,_111471_,c
_117206_,_111472_,c
_117206_,_111911_,c
_117206_,_111912_,c
_117206_,_114601_,c
_117206_,_114602_,c
_117206_,_114609_,c
_117206_,_114610_,c
_117206_,_114617_,c
_117206_,_114618_,c
_117206_,_114625_,c
_117206_,_114626_,c
_117206_,_114633_,c
_117206_,_114634_,c
_117206_,_114641_,c
_117206_,_114642_,c
_117206_,_114649_,c
_117206_,_114650_,c
_117206_,_114657_,c
_117206_,_114658_,c
_117206_,_114665_,c
_117206_,_114666_,c
_117206_,_114673_,c
_117206_,_114674_,c
_117206_,_114681_,c
_117206_,_114682_,c
_117206_,_114689_,c
_117206_,_114690_,c
_117206_,_114697_,c
_117206_,_114698_,c
_117206_,_114705_,c
_117206_,_114706_,c
_117206_,_114713_,c
_117206_,_114714_,c
_117206_,_114727_,c
_117206_,_114728_,c
_117206_,_114735_,c
_117206_,_114736_,c
_117206_,_114743_,c
_117206_,_114744_,c
_117206_,_114751_,c
_117206_,_114752_,c
_117206_,_114814_,c
_117206_,_114815_,c
_117206_,_114822_,c
_117206_,_114823_,c
_117206_,_114830_,c
_117206_,_114831_,c
_117206_,_114838_,c
_117206_,_114839_,c
_117206_,_114846_,c
_117206_,_114847_,c
_117206_,_114854_,c
_117206_,_114855_,c
_117206_,_114862_,c
_117206_,_114863_,c
_117206_,_114870_,c
_117206_,_114871_,c
_117206_,_114878_,c
_117206_,_114879_,c
_117206_,_114886_,c
_117206_,_114887_,c
_117206_,_114894_,c
_117206_,_114895_,c
_117206_,_114902_,c
_117206_,_114903_,c
_117206_,_114910_,c
_117206_,_114911_,c
_117206_,_114918_,c
_117206_,_114919_,c
_117206_,_114926_,c
_117206_,_114927_,c
_117206_,_114934_,c
_117206_,_114935_,c
_117206_,_114942_,c
_117206_,_114943_,c
_117206_,_114950_,c
_117206_,_114951_,c
_117206_,_114958_,c
_117206_,_114959_,c
_117206_,_114966_,c
_117206_,_114967_,c
_117206_,_114974_,c
_117206_,_114975_,c
_117206_,_114982_,c
_117206_,_114983_,c
_117206_,_114990_,c
_117206_,_114991_,c
_117206_,_114998_,c
_117206_,_114999_,c
_117206_,_115006_,c
_117206_,_115007_,c
_117206_,_115308_,c
_117206_,_115309_,c
_117206_,_115316_,c
_117206_,_115317_,c
_117206_,_115324_,c
_117206_,_115325_,c
_117206_,_115332_,c
_117206_,_115333_,c
_117206_,_115340_,c
_117206_,_115341_,c
_117206_,_115348_,c
_117206_,_115349_,c
_117206_,_113138_,c
_117206_,_108471_,c
_117206_,_108303_,c
_117206_,_113633_,c
_117206_,_113945_,c
_117206_,_107447_,c
_117206_,_107448_,c
_117206_,_107655_,c
_117206_,_107656_,c
_117206_,_107689_,c
_117206_,_107711_,c
_117206_,_107712_,c
_117206_,_107735_,c
_117206_,_107743_,c
_117206_,_107744_,c
_117206_,_107767_,c
_117206_,_107769_,c
_117206_,_107775_,c
_117206_,_107783_,c
_117206_,_107784_,c
_117206_,_107839_,c
_117206_,_107840_,c
_117206_,_108472_,c
_117206_,_113394_,c
_117206_,_113946_,c
_117206_,_108263_,c
_117206_,_108407_,c
_117206_,_108455_,c
_117206_,_113209_,c
_117206_,_113529_,c
_117206_,_113777_,c
_117206_,_113961_,c
_117206_,_114089_,c
_117206_,_114201_,c
_117206_,_114337_,c
_117206_,_114385_,c
_117206_,_108431_,c
_117206_,_107543_,c
_117206_,_107544_,c
_117206_,_107591_,c
_117206_,_107592_,c
_117206_,_107607_,c
_117206_,_107608_,c
_117206_,_107703_,c
_117206_,_107704_,c
_117206_,_107799_,c
_117206_,_107800_,c
_117206_,_107831_,c
_117206_,_107832_,c
_117206_,_108328_,c
_117206_,_108408_,c
_117206_,_108456_,c
_117206_,_113210_,c
_117206_,_113530_,c
_117206_,_113778_,c
_117206_,_113962_,c
_117206_,_114090_,c
_117206_,_114202_,c
_117206_,_114338_,c
_117206_,_107472_,c
_117206_,_107600_,c
_117206_,_113742_,c
_117206_,_113253_,c
_117206_,_113839_,c
_117206_,_114359_,c
_117206_,_113835_,c
_117206_,_113987_,c
_117206_,_114259_,c
_117206_,_114386_,c
_117206_,_114355_,c
_117206_,_107679_,c
_117206_,_113681_,c
_117206_,_107430_,c
_117206_,_107796_,c
_117206_,_113510_,c
_117206_,_107653_,c
_117206_,_113235_,c
_117206_,_113239_,c
_117206_,_113506_,c
_117206_,_114056_,c
_117206_,_114247_,c
_117206_,_114242_,c
_117206_,_107490_,c
_117206_,_113180_,c
_117206_,_113828_,c
_117206_,_114041_,c
_117206_,_113830_,c
_117206_,_113437_,c
_117206_,_107436_,c
_117206_,_107437_,c
_117206_,_107562_,c
_117206_,_107564_,c
_117206_,_107698_,c
_117206_,_107699_,c
_117206_,_107818_,c
_117206_,_107820_,d
_117206_,_107824_,d
_117206_,_107826_,d
_117206_,_113181_,d
_117206_,_113651_,d
_117206_,_113655_,d
_117206_,_114042_,d
_117206_,_114038_,d
_117206_,_108343_,d
_117206_,_108439_,d
_117206_,_113193_,d
_117206_,_113260_,d
_117206_,_113612_,d
_117206_,_113761_,d
_117206_,_113809_,d
_117206_,_113865_,d
_117206_,_114012_,d
_117206_,_114324_,d
_117206_,_114369_,d
_117206_,_113813_,d
_117206_,_114013_,d
_117206_,_107751_,d
_117206_,_107752_,d
_117206_,_107807_,d
_117206_,_107809_,d
_117206_,_108440_,d
_117206_,_109928_,d
_117206_,_109929_,d
_117206_,_113098_,d
_117206_,_113195_,d
_117206_,_113387_,d
_117206_,_113610_,d
_117206_,_113762_,d
_117206_,_113866_,d
_117206_,_114004_,d
_117206_,_114323_,d
_117206_,_114002_,d
_117206_,_113091_,d
_117206_,_113403_,d
_117206_,_113407_,d
_117206_,_113137_,d
_117206_,_107688_,d
_117206_,_107736_,d
_117206_,_107776_,d
_117206_,_108256_,d
_117206_,_108257_,d
_117206_,_108280_,d
_117206_,_108281_,d
_117206_,_108352_,d
_117206_,_108353_,d
_117206_,_113380_,d
_117206_,_113553_,d
_117206_,_113793_,d
_117206_,_114108_,d
_117206_,_114156_,d
_117206_,_114273_,d
_117206_,_113513_,d
_117206_,_114125_,d
_117206_,_107495_,d
_117206_,_107496_,d
_117206_,_107720_,d
_117206_,_107721_,d
_117206_,_107729_,d
_117206_,_107760_,d
_117206_,_113131_,d
_117206_,_113315_,d
_117206_,_113322_,d
_117206_,_113378_,d
_117206_,_113451_,d
_117206_,_113554_,d
_117206_,_114155_,d
_117206_,_114106_,d
_117206_,_114122_,d
_117206_,_114274_,d
_117206_,_114402_,d
_117206_,_113517_,d
_117206_,_113568_,d
_117206_,_107615_,d
_117206_,_107616_,d
_117206_,_108327_,d
_117206_,_113393_,d
_117206_,_113913_,d
_117206_,_114145_,d
_117206_,_114345_,d
_117206_,_108264_,d
_117206_,_108304_,d
_117206_,_113634_,d
_117206_,_113914_,d
_117206_,_114146_,d
_117206_,_114346_,d
_117206_,_114060_,d
_117206_,_114169_,d
_117206_,_114249_,d
_117206_,_114417_,d
_117206_,_107415_,d
_117206_,_107416_,d
_117206_,_107479_,d
_117206_,_107480_,d
_117206_,_107511_,d
_117206_,_107512_,d
_117206_,_107528_,d
_117206_,_107529_,d
_117206_,_107575_,d
_117206_,_107576_,d
_117206_,_114059_,d
_117206_,_114170_,d
_117206_,_114250_,d
_117206_,_114418_,d
_117206_,_114434_,d
_117206_,_114435_,d
_117206_,_107462_,d
_117206_,_107510_,d
_117206_,_107558_,d
_117206_,_107590_,d
_117206_,_107630_,d
_117206_,_107637_,d
_117206_,_108326_,d
_117206_,_108422_,d
_117206_,_109950_,d
_117206_,_108335_,d
_117206_,_108402_,d
_117206_,_113876_,d
_117206_,_114065_,d
_117206_,_114364_,d
_117206_,_114428_,d
_117206_,_113878_,d
_117206_,_113958_,d
_117206_,_114022_,d
_117206_,_113688_,d
_117206_,_113696_,d
_117206_,_113729_,d
_117206_,_113744_,d
_117206_,_113889_,d
_117206_,_113897_,d
_117206_,_113977_,d
_117206_,_113992_,d
_117206_,_113993_,d
_117206_,_114024_,d
_117206_,_114073_,d
_117206_,_114192_,d
_117206_,_114217_,d
_117206_,_114233_,d
_117206_,_114264_,d
_117206_,_114297_,d
_117206_,_113693_,d
_117206_,_114053_,d
_117206_,_114365_,d
_117206_,_114429_,d
_117206_,_107439_,d
_117206_,_107443_,d
_117206_,_107466_,d
_117206_,_107470_,d
_117206_,_107494_,d
_117206_,_107798_,d
_117206_,_108313_,d
_117206_,_108318_,d
_117206_,_108360_,d
_117206_,_108366_,d
_117206_,_108403_,d
_117206_,_113256_,d
_117206_,_113818_,d
_117206_,_113819_,d
_117206_,_113956_,d
_117206_,_114066_,d
_117206_,_114186_,d
_117206_,_113698_,d
_117206_,_113699_,d
_117206_,_113730_,d
_117206_,_113890_,d
_117206_,_113898_,d
_117206_,_113978_,d
_117206_,_114075_,d
_117206_,_113994_,d
_117206_,_114218_,d
_117206_,_114234_,d
_117206_,_114298_,d
_117206_,_108342_,d
_117206_,_114378_,d
_117206_,_114379_,d
_117206_,_108386_,d
_117206_,_108450_,d
_117206_,_109962_,d
_117206_,_113124_,d
_117206_,_113265_,d
_117206_,_113268_,d
_117206_,_113297_,d
_117206_,_113433_,d
_117206_,_113521_,d
_117206_,_113572_,d
_117206_,_114292_,d
_117206_,_114412_,d
_117206_,_109964_,d
_117206_,_114398_,d
_117206_,_113525_,d
_117206_,_114413_,d
_117206_,_107539_,d
_117206_,_107540_,d
_117206_,_107567_,d
_117206_,_107571_,d
_117206_,_114399_,d
_117206_,_107649_,d
_117206_,_108387_,d
_117206_,_108451_,d
_117206_,_113125_,d
_117206_,_113301_,d
_117206_,_113575_,d
_117206_,_113802_,d
_117206_,_113807_,d
_117206_,_114290_,d
_117206_,_113092_,d
_117206_,_113100_,d
_117206_,_113257_,d
_117206_,_113385_,d
_117206_,_113425_,d
_117206_,_113428_,d
_117206_,_113769_,d
_117206_,_114161_,d
_117206_,_114193_,d
_117206_,_114372_,d
_117206_,_108345_,d
_117206_,_109920_,d
_117206_,_109921_,d
_117206_,_113770_,d
_117206_,_114026_,d
_117206_,_114028_,d
_117206_,_114162_,d
_117206_,_114194_,d
_117206_,_107847_,d
_117206_,_107855_,d
_117206_,_108375_,d
_117206_,_108391_,d
_117206_,_108423_,d
_117206_,_112569_,d
_117206_,_113113_,d
_117206_,_113148_,d
_117206_,_113641_,d
_117206_,_113745_,d
_117206_,_113857_,d
_117206_,_113281_,d
_117206_,_113473_,d
_117206_,_113660_,d
_117206_,_113760_,d
_117206_,_107639_,d
_117206_,_113712_,d
_117206_,_113720_,d
_117206_,_113848_,d
_117206_,_113888_,d
_117206_,_107641_,d
_117206_,_107663_,d
_117206_,_107664_,d
_117206_,_107671_,d
_117206_,_107672_,d
_117206_,_107848_,d
_117206_,_107857_,d
_117206_,_108376_,d
_117206_,_108392_,d
_117206_,_108424_,d
_117206_,_112571_,d
_117206_,_113114_,d
_117206_,_113290_,d
_117206_,_113291_,d
_117206_,_113354_,d
_117206_,_113355_,d
_117206_,_113418_,d
_117206_,_113419_,d
_117206_,_113498_,d
_117206_,_113499_,d
_117206_,_113643_,d
_117206_,_113747_,d
_117206_,_113858_,d
_117206_,_109958_,d
_117206_,_113176_,d
_117206_,_113208_,d
_117206_,_113248_,d
_117206_,_113496_,d
_117206_,_113584_,d
_117206_,_113632_,d
_117206_,_113544_,d
_117206_,_108290_,d
_117206_,_108370_,d
_117206_,_109935_,d
_117206_,_113129_,d
_117206_,_113153_,d
_117206_,_113313_,d
_117206_,_113321_,d
_117206_,_113412_,d
_117206_,_113441_,d
_117206_,_113449_,d
_117206_,_113601_,d
_117206_,_113852_,d
_117206_,_113912_,d
_117206_,_113944_,d
_117206_,_114404_,d
_117206_,_113305_,d
_117206_,_113329_,d
_117206_,_113337_,d
_117206_,_113361_,d
_117206_,_113369_,d
_117206_,_113457_,d
_117206_,_113374_,d
_117206_,_107727_,d
_117206_,_107762_,d
_117206_,_108288_,d
_117206_,_108368_,d
_117206_,_109939_,d
_117206_,_113154_,d
_117206_,_113410_,d
_117206_,_113442_,d
_117206_,_113603_,d
_117206_,_113672_,d
_117206_,_113794_,d
_117206_,_113851_,d
_117206_,_113669_,d
_117206_,_113312_,d
_117206_,_113330_,d
_117206_,_113344_,d
_117206_,_113368_,d
_117206_,_113464_,d
_117206_,_113595_,d
_117206_,_113599_,d
_117206_,_113161_,d
_117206_,_113225_,d
_117206_,_113345_,d
_117206_,_113481_,d
_117206_,_113545_,d
_117206_,_113585_,d
_117206_,_113673_,d
_117206_,_113162_,d
_117206_,_113226_,d
_117206_,_113274_,d
_117206_,_113275_,d
_117206_,_113346_,d
_117206_,_113466_,d
_117206_,_113467_,d
_117206_,_113482_,d
_117206_,_113546_,d
_117206_,_113586_,d
_117206_,_113618_,d
_117206_,_113674_,d
_117206_,_107520_,d
_117206_,_107521_,d
_117206_,_113929_,d
_117206_,_114137_,d
_117206_,_113930_,d
_117206_,_114138_,d
_117206_,_107367_,d
_117206_,_107368_,d
_117206_,_108967_,d
_117206_,_108968_,d
_117206_,_108975_,d
_117206_,_108976_,d
_117206_,_108983_,d
_117206_,_108984_,d
_117206_,_108991_,d
_117206_,_108992_,d
_117206_,_108999_,d
_117206_,_109000_,d
_117206_,_109015_,d
_117206_,_109016_,d
_117206_,_109023_,d
_117206_,_109024_,d
_117206_,_109031_,d
_117206_,_109032_,d
_117206_,_109039_,d
_117206_,_109040_,d
_117206_,_109047_,d
_117206_,_109048_,d
_117206_,_109167_,d
_117206_,_109168_,d
_117206_,_109175_,d
_117206_,_109176_,d
_117206_,_109183_,d
_117206_,_109184_,d
_117206_,_109191_,d
_117206_,_109192_,d
_117206_,_109207_,d
_117206_,_109208_,d
_117206_,_109215_,d
_117206_,_109216_,d
_117206_,_109223_,d
_117206_,_109224_,d
_117206_,_109231_,d
_117206_,_109232_,d
_117206_,_109239_,d
_117206_,_109240_,d
_117206_,_109247_,d
_117206_,_109248_,d
_117206_,_109255_,d
_117206_,_109256_,d
_117206_,_109271_,d
_117206_,_109272_,d
_117206_,_109279_,d
_117206_,_109280_,d
_117206_,_109287_,d
_117206_,_109288_,d
_117206_,_109295_,d
_117206_,_109296_,d
_117206_,_109303_,d
_117206_,_109304_,d
_117206_,_109311_,d
_117206_,_109312_,d
_117206_,_109335_,d
_117206_,_109336_,d
_117206_,_109351_,d
_117206_,_109352_,d
_117206_,_109359_,d
_117206_,_109360_,d
_117206_,_109367_,d
_117206_,_109368_,d
_117206_,_109375_,d
_117206_,_109376_,d
_117206_,_109383_,d
_117206_,_109384_,d
_117206_,_109391_,d
_117206_,_109392_,d
_117206_,_109399_,d
_117206_,_109400_,d
_117206_,_109407_,d
_117206_,_109408_,d
_117206_,_109415_,d
_117206_,_109416_,d
_117206_,_109431_,d
